ppo, pdo, tpo, tdo
a priest purchased a meal for a scientist .,a priest purchased a scientist a meal .,the friend found the iron for the man .,the friend found the man the iron .
a minister left a tea for a student .,a minister left a student a tea .,the friend found the iron for the man .,the friend found the man the iron .
the physician bought the knife for the writer .,the physician bought the writer the knife .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the attorney found the juice for the husband .,the attorney found the husband the juice .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the reader purchased the candy for the club .,the reader purchased the club the candy .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the mother found the beer for the corporation .,the mother found the corporation the beer .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the actress found the candy for the attorney .,the actress found the attorney the candy .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the leader found the motor for the reader .,the leader found the reader the motor .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the lady got the meal for the corporation .,the lady got the corporation the meal .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the cousin left the coat for the band .,the cousin left the band the coat .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the student purchased the chocolate for the corporation .,the student purchased the corporation the chocolate .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
the husband purchased the cheese for the hero .,the husband purchased the hero the cheese .,a worker saved a chicken for a scientist .,a worker saved a scientist a chicken .
an employee gave a camera to a student .,an employee gave a student a camera .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a champion showed an anchor to a corporation .,a champion showed a corporation an anchor .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a winner sent an engine to an administration .,a winner sent an administration an engine .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a mayor took a bowl to a leader .,a mayor took a leader a bowl .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a doctor threw a tea to a lawyer .,a doctor threw a lawyer a tea .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a winner showed a candy to an army .,a winner showed an army a candy .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a minister brought a telephone to a student .,a minister brought a student a telephone .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a colonel promised a coffee to a student .,a colonel promised a student a coffee .,the writer fed the pie to the boy .,the writer fed the boy the pie .
an adult sold a cheese to a king .,an adult sold a king a cheese .,the writer fed the pie to the boy .,the writer fed the boy the pie .
a mother sold a beer to a business .,a mother sold a business a beer .,the writer fed the pie to the boy .,the writer fed the boy the pie .
an attorney purchased a salad for an army .,an attorney purchased an army a salad .,the father made the motor for the chief .,the father made the chief the motor .
an aunt saved a bag for a band .,an aunt saved a band a bag .,the father made the motor for the chief .,the father made the chief the motor .
a writer found a cheese for a lawyer .,a writer found a lawyer a cheese .,the father made the motor for the chief .,the father made the chief the motor .
a reader left a pie for a buddy .,a reader left a buddy a pie .,the father made the motor for the chief .,the father made the chief the motor .
a guy saved a beer for an army .,a guy saved an army a beer .,the father made the motor for the chief .,the father made the chief the motor .
a girl bought a juice for a child .,a girl bought a child a juice .,the father made the motor for the chief .,the father made the chief the motor .
a physician found a juice for a scientist .,a physician found a scientist a juice .,the father made the motor for the chief .,the father made the chief the motor .
a doctor found a tea for a company .,a doctor found a company a tea .,the father made the motor for the chief .,the father made the chief the motor .
