ppo, pdo, tpo, tdo
a husband purchased a beer for a parent .,a husband purchased a parent a beer .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a husband caught a flower for a man .,a husband caught a man a flower .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a wife bought a juice for a lady .,a wife bought a lady a juice .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a colonel bought a wire for a student .,a colonel bought a student a wire .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a buddy made an engine for a company .,a buddy made a company an engine .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a mayor drew a box for a club .,a mayor drew a club a box .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a singer bought a crystal for an uncle .,a singer bought an uncle a crystal .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a champion drew a cigarette for a club .,a champion drew a club a cigarette .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
a champion bought a salad for a king .,a champion bought a king a salad .,an actress gave a meal to a doctor .,an actress gave a doctor a meal .
the attorney showed the chicken to the club .,the attorney showed the club the chicken .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the brother threw the beer to the guy .,the brother threw the guy the beer .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the worker sold the tea to the administration .,the worker sold the administration the tea .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the lawyer sold the coffee to the club .,the lawyer sold the club the coffee .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the candidate threw the meal to the lady .,the candidate threw the lady the meal .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the brother fed the chocolate to the student .,the brother fed the student the chocolate .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the winner showed the beer to the business .,the winner showed the business the beer .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the friend showed the pie to the club .,the friend showed the club the pie .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the parent fed the candy to the child .,the parent fed the child the candy .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
the chief fed the salad to the boy .,the chief fed the boy the salad .,the priest drew the instrument for the cop .,the priest drew the cop the instrument .
a president showed a candy to an army .,a president showed an army a candy .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a cousin fed a meal to a sheriff .,a cousin fed a sheriff a meal .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a candidate threw a pie to a chief .,a candidate threw a chief a pie .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a candidate supplied a chicken to a nurse .,a candidate supplied a nurse a chicken .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a man supplied a candy to a buddy .,a man supplied a buddy a candy .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
an author sold a tea to a corporation .,an author sold a corporation a tea .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a physician threw a chocolate to a doctor .,a physician threw a doctor a chocolate .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a woman supplied a card to a hero .,a woman supplied a hero a card .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a manager supplied a candy to a band .,a manager supplied a band a candy .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
a sheriff fed a chocolate to a priest .,a sheriff fed a priest a chocolate .,an opponent delivered a juice for a parent .,an opponent delivered a parent a juice .
the princess saved the juice for the pilot .,the princess saved the pilot the juice .,the parent promised the jacket to the candidate .,the parent promised the candidate the jacket .
